Genres,Source,Type,Episodes,Score,Favorites,Decimal,Popularity
"Comedy, Sci-Fi, Fantasy, Action",Original,OVA,1,5.8,2,45,9265
"Romance, Fantasy, Action, Supernatural, Ecchi",Light novel,TV,10,7.14,353,398,507
"Sci-Fi, Fantasy",Original,TV,13,6.45,11,36,3701
"Comedy, Otro",Original,TV,305,6.41,1,4097,8015
"Comedy, Sports, Romance, Shounen",Manga,TV,25,7.86,57,4115,2733
"Fantasy, Ecchi",Other,Special,2,5.98,8,260,6200
"Comedy, Romance",Visual novel,Special,4,6.51,2,3,6024
"Comedy, Romance, Fantasy, Music, Shounen",Manga,TV,12,7.19,30,8215,2181
"Romance, Music, Shounen",Manga,OVA,1,6.33,5,8210,7336
Hentai,Original,OVA,1,5.02,313,2048,1902
"Mistery, Sci-Fi, Shoujo, Otro",Manga,TV,26,7.38,58,37408,3220
"Comedy, Shounen, Otro",Card game,TV,12,7.0,199,4113,1983
Hentai,Visual novel,OVA,3,6.83,128,2048,3490
"Romance, Ecchi",Visual novel,TV,13,6.71,40,258,2683
"Comedy, Supernatural",Light novel,Special,1,6.65,21,129,3785
"Romance, Supernatural",Original,Movie,1,7.73,103,130,1699
"Comedy, Romance",Manga,TV,13,7.97,181,3,1222
"Comedy, Romance, Otro",Original,TV,0,4.14,0,4099,11022
"Fantasy, Shoujo, Action",Original,Movie,1,7.39,5,524,5549
"Romance, Shoujo, Supernatural",Original,TV,12,5.05,10,642,3961
"Fantasy, Shounen, Action",Manga,TV,25,8.21,6126,28,91
"Fantasy, Shounen, Action",Game,OVA,1,8.09,695,28,921
"Sci-Fi, Action",Game,Movie,1,5.7,1,40,7609
"Comedy, Shounen",Manga,TV,25,6.17,2,17,9402
"Comedy, Sci-Fi, Action",Original,TV,10,4.93,1,41,10694
"Sports, Romance, Music, Hentai",Manga,OVA,1,6.61,32,14338,4083
"Comedy, Sports, Otro",Original,TV,52,6.03,0,8193,10597
"Sci-Fi, Action, Supernatural",Other,TV,35,6.53,4,168,7642
"Romance, Shounen, Action, Ecchi",Manga,TV,12,6.9,48,282,1978
"Comedy, Sci-Fi, Fantasy",Original,TV,52,5.49,7,37,4640
"Comedy, Sci-Fi, Shounen",Manga,TV,47,6.44,0,49,12258
"Comedy, Fantasy",Light novel,TV,13,7.35,44,5,2249
Romance,Picture book,ONA,4,4.76,0,2,11720
Music,Music,TV,13,6.72,65,8192,3853
"Comedy, Fantasy, Shounen, Action, Supernatural",Manga,TV,13,8.06,239,157,1206
"Comedy, Shounen, Ecchi",Manga,OVA,2,7.05,121,273,1188
"Comedy, Romance",4-koma manga,OVA,1,7.4,9,3,4294
Romance,Novel,ONA,12,6.23,69,2,3915
"Comedy, Romance, Shounen, Supernatural, Ecchi",Manga,TV,12,8.22,1512,403,399
"Sci-Fi, Fantasy, Action",Original,TV,26,5.83,1,44,8678
"Comedy, Romance, Shounen, Ecchi",Manga,TV,24,7.24,1439,275,425
Hentai,Visual novel,OVA,3,7.25,144,2048,3345
"Historical, Romance, Fantasy, Otro",Novel,Movie,1,7.36,139,5126,3574
"Sci-Fi, Romance, Action",Original,TV,26,7.42,148,42,2382
"Comedy, Romance, Shounen, Ecchi",Manga,TV,13,7.39,505,275,801
"Romance, Fantasy, Action",Novel,ONA,12,7.55,167,14,1983
"Historical, Romance",Novel,TV,26,6.78,5,1026,7718
"Shoujo, Otro",Novel,OVA,1,5.62,0,4608,10112
Hentai,Manga,OVA,2,5.86,16,2048,5922
"Comedy, Romance, Shoujo",Manga,TV,10,7.51,754,515,1344
"Romance, Otro",Book,Movie,1,6.06,0,4098,10890
"Sci-Fi, Romance, Shoujo, Action",Manga,OVA,2,5.52,1,554,8256
"Comedy, Romance",Light novel,TV,12,7.44,612,3,782
"Sci-Fi, Historical, Romance, Shounen, Action",Manga,TV,26,7.54,108,1082,3432
"Sci-Fi, Action",Original,ONA,26,7.77,916,40,905
"Comedy, Romance, Shounen, Action, Supernatural",Manga,TV,13,6.98,508,155,437
"Romance, Otro",Original,OVA,1,6.19,0,4098,9518
"Sci-Fi, Fantasy, Otro",Original,Movie,2,7.21,42,4132,2044
"Comedy, Romance, Hentai",Manga,OVA,2,7.29,121,2051,2104
"Romance, Music",Other,TV,33,6.67,0,8194,11542
"Historical, Romance, Fantasy, Shoujo, Ecchi",Visual novel,TV,12,5.49,18,1798,3252
"Romance, Shoujo",Manga,TV,13,7.77,152,514,2371
"Romance, Fantasy",Book,TV,52,7.25,14,6,5617
Sci-Fi,Original,TV,26,6.94,6,32,4828
Romance,Manga,Movie,1,7.62,453,2,1414
"Comedy, Sci-Fi, Romance, Shounen, Supernatural",Manga,TV,12,8.05,200,179,1083
"Sci-Fi, Romance, Action, Otro",Game,TV,12,6.46,88,4138,1685
"Comedy, Romance",Original,TV,26,8.01,1971,3,387
"Comedy, Romance",4-koma manga,TV,13,6.59,13,3,3658
"Shounen, Action",Manga,OVA,1,5.98,28,24,2385
"Comedy, Historical, Otro",Original,TV,52,5.8,2,5121,12951
"Comedy, Historical, Shounen",4-koma manga,TV,12,6.34,1,1041,6288
"Romance, Supernatural, Otro",Light novel,TV,15,8.35,27088,4226,44
"Comedy, Romance",4-koma manga,TV,12,6.81,110,3,1558
Hentai,Visual novel,OVA,0,6.65,1,2048,8316
Romance,Visual novel,Special,1,8.04,394,2,804
Romance,Original,ONA,1,6.78,2,2,5660
Romance,Manga,OVA,1,6.17,0,2,9273
"Shoujo, Action",Manga,OVA,1,5.07,2,520,5576
"Comedy, Romance",Light novel,Special,1,7.58,87,3,872
"Sci-Fi, Fantasy, Gore, Action",Visual novel,TV,12,6.45,27,16428,2467
"Fantasy, Otro",Picture book,Movie,1,5.0,0,4100,13237
"Romance, Shoujo, Music",Game,TV,51,7.22,26,8706,6277
"Comedy, Romance",Original,TV,1818,5.96,0,3,10337
"Comedy, Shounen, Action, Supernatural, Otro",Manga,TV,12,7.81,4600,4249,160
"Romance, Hentai",Visual novel,OVA,2,6.65,24,2050,5188
"Action, Supernatural, Thriller, Otro",Light novel,Movie,1,7.75,1393,69768,309
"Sci-Fi, Romance",Visual novel,ONA,5,7.6,274,34,1414
"Comedy, Sci-Fi, Fantasy, Shounen, Action",Manga,OVA,1,6.23,0,61,7640
"Comedy, Sci-Fi, Romance, Shounen",Manga,TV,12,5.66,3,51,8469
"Romance, Music, Shounen",Manga,TV,22,8.88,39664,8210,37
"Romance, Fantasy, Shoujo, Action, Supernatural",Original,OVA,1,6.14,2,654,6717
"Comedy, Romance, Shounen, Action",Manga,Special,4,7.4,10,27,4420
"Comedy, Sci-Fi, Romance, Action",Original,OVA,6,7.76,641,43,1553
"Comedy, Romance",Web manga,TV,12,6.67,56,3,1733
"Comedy, Fantasy, Shounen, Action",Manga,Special,1,7.44,3,29,3022
"Comedy, Romance, Otro",Web manga,Special,1,7.53,26,4099,1723
"Comedy, Sci-Fi, Fantasy",Original,TV,24,5.87,4,37,5700
"Comedy, Fantasy, Shounen, Action",Manga,OVA,1,8.12,40,29,1647
"Sci-Fi, Fantasy, Shounen, Action, Supernatural",Manga,OVA,12,7.91,103,188,2232
"Sci-Fi, Gore, Action",Game,Movie,1,7.24,24,16424,3748
"Shounen, Otro",Manga,Special,1,8.06,30,4112,2943
"Fantasy, Shoujo, Action",Original,Movie,1,7.27,9,524,5463
"Romance, Supernatural",Manga,TV,12,6.49,54,130,2459
Comedy,Original,ONA,0,3.46,0,1,13281
"Fantasy, Action",Novel,TV,12,7.89,3838,12,137
"Comedy, Romance, Fantasy, Ecchi",Manga,TV,13,6.83,135,263,1227
"Sci-Fi, Fantasy, Action",Game,Special,1,6.77,30,44,2342
"Sci-Fi, Romance, Shounen",Manga,OVA,1,5.68,0,50,10656
"Comedy, Fantasy, Ecchi",Manga,Special,5,7.1,17,261,2875
"Comedy, Sci-Fi, Romance, Fantasy, Shoujo",Manga,TV,20,7.52,414,551,1757
"Fantasy, Shoujo",Original,TV,62,6.78,1,516,8053
"Comedy, Romance",Original,TV,12,7.47,122,3,1156
"Romance, Ecchi",Manga,OVA,1,6.06,7,258,2781
"Comedy, Romance, Shoujo, Music",Manga,TV,13,7.2,1225,8707,1047
"Comedy, Romance",4-koma manga,Special,1,6.56,0,3,8981
"Gore, Action",Manga,TV,12,7.4,101,16392,1435
"Fantasy, Action, Supernatural",Original,Special,1,6.89,3,140,4634
"Comedy, Romance, Shounen",4-koma manga,OVA,2,7.18,10,19,2937
"Romance, Shounen",Manga,TV,12,6.69,87,18,2363
"Comedy, Shounen",Manga,TV,24,6.76,3,17,6360
"Comedy, Sci-Fi, Fantasy, Shounen, Action",Manga,Movie,1,7.08,21,61,1223
"Comedy, Romance, Fantasy, Shoujo, Supernatural",Manga,OVA,1,8.2,80,647,2697
"Comedy, Shoujo",Manga,OVA,1,5.9,6,513,3466
"Comedy, Romance, Fantasy, Otro",Game,Movie,1,6.85,8,4103,2458
"Romance, Hentai",Manga,OVA,1,6.38,4,2050,7537
Action,Original,ONA,1,5.14,0,8,7455
"Comedy, Romance, Shounen",Manga,TV,12,7.4,2748,19,247
"Comedy, Shounen, Action, Supernatural",Manga,Special,1,6.79,5,153,4561
Music,Game,Music,1,7.02,3,8192,5864
"Comedy, Fantasy, Shounen, Supernatural",Manga,TV,13,7.85,761,149,1128
"Comedy, Shounen, Supernatural",Manga,TV,13,7.83,1017,145,537
"Fantasy, Shoujo, Action, Ecchi",Original,TV,12,6.3,248,780,1197
"Comedy, Romance, Ecchi",Manga,OVA,3,6.92,5,259,4233
"Sports, Shounen, Action",Manga,Movie,1,7.91,36,4120,3353
"Comedy, Romance, Shoujo",Manga,Special,2,6.51,0,515,11294
"Comedy, Sci-Fi, Shounen",Manga,Movie,1,6.37,0,49,8815
"Comedy, Romance, Shoujo",Game,TV,12,6.44,71,515,2859
Music,Music,Music,1,7.32,10,8192,3848
"Sci-Fi, Fantasy",Original,TV,12,7.4,154,36,1501
"Fantasy, Supernatural",Manga,Movie,1,6.88,22,132,3199
"Sci-Fi, Historical, Action",Original,Special,1,5.72,0,1064,8876
"Comedy, Romance, Gore, Shounen, Supernatural, Ecchi",Manga,Special,1,7.36,34,16787,1551
"Romance, Supernatural, Otro",Visual novel,TV,12,8.12,1586,4226,697
Hentai,Visual novel,OVA,2,6.1,13,2048,5643
"Romance, Action",Other,OVA,1,7.21,857,10,574
"Comedy, Romance, Music",Original,TV,13,6.63,5,8195,3667
"Fantasy, Action",Game,TV,13,7.44,167,12,1016
Comedy,Other,ONA,10,6.31,0,1,6342
"Historical, Romance",Novel,Movie,1,7.91,16,1026,4662
"Mistery, Supernatural, Otro",Light novel,Special,1,5.89,0,36992,10413
"Comedy, Supernatural, Thriller, Otro",Visual novel,OVA,5,7.53,391,69761,734
"Comedy, Romance",4-koma manga,TV,12,6.62,25,3,2069
"Historical, Fantasy, Shounen, Action",Novel,TV,18,7.11,3,1052,9194
Romance,Visual novel,Special,2,6.62,12,2,3571
"Comedy, Fantasy",Original,OVA,1,6.51,41,5,1642
Fantasy,Original,Special,1,5.64,0,4,6156
"Comedy, Romance",Manga,TV,26,7.2,10,3,7296
"Romance, Fantasy, Action, Supernatural",Light novel,TV,25,7.19,966,142,461
"Comedy, Sci-Fi, Romance, Shounen",Manga,OVA,6,6.99,29,51,2474
"Comedy, Romance, Fantasy",Manga,TV,13,7.03,51,7,2087
"Comedy, Sci-Fi, Romance, Action",Original,TV,13,6.66,1,43,8278
Romance,Manga,TV,36,7.78,25,2,6622
"Comedy, Fantasy, Shounen, Action",Manga,Movie,1,7.63,380,29,803
"Sci-Fi, Shounen, Action",Other,TV,50,6.52,7,56,8130
Romance,Manga,OVA,2,5.88,0,2,10461
"Sci-Fi, Fantasy, Gore, Shounen, Supernatural, Otro",Manga,TV,24,6.4,36,20660,3206
Gore,Manga,OVA,1,5.61,36,16384,1929
"Comedy, Sports",Manga,Special,9,7.91,127,4097,2120
"Comedy, Sci-Fi, Sports, Shounen, Action, Ecchi",Original,OVA,6,6.6,6,4409,5543
"Comedy, Romance, Shounen",4-koma manga,TV,13,6.94,321,19,1168
"Mistery, Comedy, Fantasy, Shounen, Otro",Manga,OVA,1,7.42,9,36885,3616
Music,Original,Special,1,4.4,1,8192,13694
"Comedy, Sci-Fi, Romance, Shounen, Action",Original,OVA,6,7.94,1733,59,1185
"Sci-Fi, Romance, Action",Original,OVA,4,7.79,297,42,2194
"Comedy, Fantasy, Otro",Game,Movie,1,6.59,3,4101,3750
Hentai,Original,OVA,2,6.31,14,2048,5989
"Comedy, Romance, Shounen",4-koma manga,Movie,1,7.58,20,19,3508
"Comedy, Romance, Fantasy, Shounen, Supernatural",Manga,TV,25,7.1,263,151,1475
"Fantasy, Action",Game,OVA,2,7.38,14,12,3459
Ecchi,Visual novel,Special,6,6.99,37,256,1796
"Romance, Fantasy, Otro",Original,TV,12,7.47,888,4102,966
"Comedy, Romance, Shounen, Ecchi",Manga,OVA,3,7.52,116,275,976
"Comedy, Otro",Original,TV,50,5.75,0,4097,12146
"Romance, Fantasy",Other,Special,6,5.85,5,6,5102
Music,Original,Music,8,7.23,24,8192,2336
"Comedy, Romance, Fantasy, Action",Game,OVA,2,6.17,3,15,7772
"Comedy, Sci-Fi, Romance, Action, Ecchi",Manga,Special,1,7.03,3,299,4795
"Comedy, Historical, Romance, Fantasy, Shounen",Original,TV,13,6.94,23,1047,4131
Romance,Visual novel,OVA,4,7.02,34,2,2475
Comedy,Original,TV,13,6.52,0,1,7774
"Comedy, Romance, Fantasy, Shoujo, Supernatural, Otro",Manga,TV,44,7.52,408,4743,1885
"Mistery, Supernatural, Otro",Light novel,TV,13,7.16,33,36992,3328
"Sci-Fi, Music",Music,Music,1,5.86,0,8224,6896
"Comedy, Fantasy, Action",Game,TV,12,5.99,8,13,3277
"Historical, Romance",Manga,Movie,1,8.2,962,1026,752
"Romance, Music",Original,TV,13,7.78,765,8194,1648
"Romance, Shounen",Manga,OVA,1,6.71,3,18,6504
"Sci-Fi, Action",Original,OVA,4,6.04,3,40,5528
"Sci-Fi, Romance, Action",Manga,Movie,1,7.95,46,42,4065
"Sci-Fi, Action",Original,TV,47,6.45,1,40,8546
Fantasy,Original,Special,1,5.29,0,4,10087
"Comedy, Sci-Fi, Shounen, Action, Ecchi",Manga,TV,24,7.38,514,313,837
"Romance, Gore, Supernatural, Otro",Light novel,TV,12,7.21,493,20610,1380
"Comedy, Shounen, Ecchi",Web manga,Special,1,3.69,8,273,3892
"Sci-Fi, Romance, Music",Original,Special,11,6.91,8,8226,5046
"Sci-Fi, Romance, Otro",Manga,TV,24,7.75,927,4130,869
"Fantasy, Shoujo, Action",Original,Special,1,6.96,4,524,6730
"Sci-Fi, Sports, Fantasy, Shounen, Action",Game,TV,51,6.45,48,4156,4854
"Comedy, Shounen, Action, Otro",Manga,TV,13,7.93,21,4121,3871
"Comedy, Historical, Romance, Fantasy, Shoujo",Manga,OVA,3,7.25,86,1543,2928
"Sports, Romance, Shounen, Action",Manga,TV,14,8.15,260,4122,1614
Hentai,Manga,OVA,1,6.54,14,2048,5462
"Comedy, Sci-Fi, Romance, Music",Original,Special,4,7.01,6,8227,6054
"Historical, Romance, Action",Original,Special,1,6.37,5,1034,3042
"Comedy, Sci-Fi, Romance, Ecchi",Manga,TV,12,6.74,349,291,820
Hentai,Manga,OVA,2,6.69,35,2048,4482
"Sci-Fi, Otro",Card game,TV,50,6.57,1,4128,8043
"Comedy, Fantasy, Otro",Original,Special,1,4.05,0,4101,12739
"Sports, Shounen",Manga,TV,51,7.06,27,4112,5814
"Comedy, Romance, Shounen",Manga,TV,12,7.57,519,19,541
"Comedy, Romance, Shounen, Action",Manga,TV,13,8.44,19712,27,27
"Shounen, Action",Manga,Special,1,6.96,4,24,4234
"Sci-Fi, Sports, Shounen",Original,TV,26,7.33,163,4144,1943
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",Manga,OVA,6,7.75,188,307,1096
"Romance, Fantasy, Shoujo",Original,TV,47,7.12,20,518,5759
"Fantasy, Ecchi",Original,Special,1,6.74,3,260,5759
"Comedy, Fantasy, Action",Manga,TV,10,7.24,705,13,579
"Sci-Fi, Romance, Fantasy",Original,Special,1,6.72,2,38,4212
"Comedy, Romance, Ecchi",Light novel,OVA,1,6.85,18,259,1741
"Sci-Fi, Action",Original,OVA,1,6.53,5,40,7300
"Sci-Fi, Fantasy, Action",Manga,TV,13,7.16,17,44,4781
"Comedy, Sci-Fi, Romance, Otro",Light novel,TV,14,7.27,1681,4131,202
Comedy,Web manga,TV,12,6.63,3,1,5991
Romance,Original,Special,5,5.93,1,2,10733
"Shounen, Action, Supernatural",Original,Movie,1,7.71,11,152,2444
"Comedy, Sci-Fi, Sports",Original,Special,9,5.42,0,4129,10099
"Sci-Fi, Fantasy, Shounen",Original,TV,26,6.77,17,52,3726
"Sci-Fi, Historical, Action",Original,TV,51,6.46,2,1064,6075
"Comedy, Shounen, Otro",Card game,TV,12,6.45,7,4113,4516
"Romance, Shoujo, Music",Game,Movie,1,7.16,3,8706,8470
"Romance, Action, Supernatural, Thriller, Otro",Light novel,Movie,1,8.63,2994,69770,594
"Comedy, Romance",4-koma manga,OVA,7,6.67,1,3,7278
"Romance, Gore, Shounen, Supernatural, Otro",Manga,Special,1,7.56,64,20626,1566
"Comedy, Romance, Action, Supernatural, Ecchi",Light novel,OVA,1,7.64,153,395,1540
"Sci-Fi, Romance, Fantasy, Action",Manga,ONA,5,6.72,1,46,5561
"Romance, Shoujo",Manga,OVA,1,5.85,1,514,6610
"Historical, Action",Game,TV,12,6.65,29,1032,2957
"Fantasy, Action",Manga,Movie,1,6.95,25,12,3096
Music,Original,TV,12,5.35,6,8192,4378
"Comedy, Romance, Fantasy, Shounen, Action",Manga,Special,1,7.66,32,31,2205
"Comedy, Sci-Fi, Romance",Manga,Special,1,6.4,0,35,8350
"Sci-Fi, Gore, Action",Manga,OVA,1,7.08,75,16424,906
"Romance, Fantasy, Action",Light novel,TV,12,7.83,3360,14,163
"Shounen, Hentai, Action",Visual novel,OVA,3,5.83,2,2072,6458
Hentai,Visual novel,OVA,2,5.85,8,2048,6964
"Comedy, Romance, Shounen",Web manga,OVA,3,7.41,184,19,1794
"Sci-Fi, Sports, Shounen",Original,TV,13,7.36,26,4144,4053
"Romance, Fantasy, Action",Light novel,Movie,1,7.75,120,14,1881
"Historical, Romance, Fantasy, Action, Supernatural",Manga,Special,1,6.56,9,1166,3824
"Comedy, Fantasy, Shounen, Action, Supernatural",Manga,OVA,2,7.9,261,157,517
"Comedy, Romance, Shounen, Ecchi",Manga,OVA,6,6.19,3,275,5022
"Comedy, Sci-Fi, Romance, Shounen, Supernatural, Ecchi",Manga,Movie,1,7.78,278,435,953
"Fantasy, Shounen, Action, Supernatural",Manga,Special,1,6.82,23,156,2517
Comedy,Manga,Movie,1,7.35,0,1,6860
Comedy,Original,TV,13,7.22,5,1,5691
"Comedy, Fantasy",Original,ONA,0,7.28,1,5,9937
"Comedy, Romance",Manga,TV,104,7.79,382,3,1688
"Sports, Romance, Shounen",Manga,TV,25,8.16,244,4114,1495
Sci-Fi,Original,Movie,1,7.19,0,32,6576
Romance,Visual novel,OVA,3,6.93,28,2,3368
"Comedy, Fantasy, Shounen, Ecchi",Manga,OVA,3,7.48,127,277,1841
"Gore, Supernatural, Otro",Picture book,TV,23,7.36,46,20608,3476
"Sci-Fi, Fantasy, Shounen, Action",Manga,Movie,1,7.94,28,60,1605
"Romance, Fantasy, Otro",Original,TV,0,6.11,9,4102,7088
Comedy,Original,TV,12,5.56,0,1,11057
"Mistery, Comedy, Shounen, Ecchi",Manga,TV,13,6.58,5,33041,5601
"Shounen, Action, Supernatural",Manga,Special,2,6.39,6,152,3536
"Comedy, Romance, Fantasy, Shounen, Action",Manga,Special,1,7.37,42,31,2141
"Comedy, Historical, Fantasy, Shounen, Supernatural, Otro",Manga,OVA,2,8.34,856,5269,808
"Comedy, Romance",Visual novel,TV,12,5.46,39,3,2357
Sci-Fi,Original,ONA,5,5.83,18,32,3938
"Romance, Fantasy",Light novel,TV,6,7.66,81,6,2564
"Historical, Romance",Novel,Movie,1,8.01,46,1026,3441
"Comedy, Romance, Music",Game,Special,1,7.54,12,8195,2966
"Comedy, Fantasy, Gore",Manga,Movie,1,7.06,51,16389,3357
"Sci-Fi, Romance, Fantasy, Otro",Web manga,TV,12,8.19,1563,4134,757
"Shounen, Action, Supernatural, Ecchi",Manga,OVA,1,6.51,10,408,2812
"Comedy, Romance, Fantasy, Action",Web manga,ONA,21,8.06,19,15,6859
"Comedy, Romance",Manga,ONA,0,7.59,58,3,2331
"Comedy, Sci-Fi, Ecchi",Manga,OVA,3,6.73,20,289,2968
Fantasy,Original,TV,28,6.14,1,4,8270
Hentai,Visual novel,OVA,3,7.2,125,2048,3185
"Historical, Romance, Action, Supernatural, Otro",Visual novel,Movie,1,7.86,67,5258,2922
"Comedy, Romance, Otro",Original,TV,13,6.79,183,4099,1945
"Comedy, Fantasy, Shounen, Action",Game,TV,35,7.13,14,29,4829
Hentai,Manga,OVA,2,6.43,8,2048,6228
Comedy,Original,TV,13,5.26,1,1,10433
Otro,Card game,Movie,1,7.31,21,4096,3337
Comedy,Manga,TV,12,6.46,1,1,9421
Music,Music,Music,1,4.78,0,8192,13596
"Romance, Hentai",Manga,OVA,1,4.02,1,2050,10936
"Sci-Fi, Romance, Gore, Action, Supernatural, Ecchi, Otro",Manga,TV,13,7.22,403,20906,817
"Comedy, Sci-Fi",Manga,ONA,1,4.83,0,33,8986
"Comedy, Fantasy",Manga,OVA,2,6.99,61,5,3222
"Historical, Otro",Novel,TV,39,6.94,13,5120,4944
"Sci-Fi, Romance, Fantasy",Novel,Movie,1,6.86,2,38,8302
"Fantasy, Otro",Original,TV,12,4.88,0,4100,13899
"Shounen, Otro",Manga,OVA,1,5.72,0,4112,8152
"Fantasy, Shounen, Action, Otro",Manga,TV,73,6.5,191,4124,2038
"Comedy, Sports, Romance, Shounen",Manga,Movie,1,6.94,2,4115,6286
"Comedy, Romance, Supernatural",Manga,TV,15,6.87,30,131,3074
"Sports, Shounen, Action",Manga,TV,0,7.73,75,4120,2200
"Comedy, Sports, Shounen",Manga,Special,1,5.69,0,4113,8262
"Historical, Romance, Fantasy, Action, Supernatural",Light novel,Special,1,6.39,6,1166,4308
"Romance, Fantasy, Action, Supernatural, Ecchi",Light novel,OVA,1,6.95,29,398,1976
"Comedy, Fantasy, Shounen, Ecchi",Manga,OVA,5,7.75,478,277,818
"Sci-Fi, Fantasy, Supernatural",Manga,Movie,1,6.43,1,164,6189
"Comedy, Romance, Shounen, Ecchi",Manga,OVA,3,6.58,23,275,2760
"Comedy, Shounen, Action, Supernatural, Ecchi",Manga,TV,12,6.22,169,409,717
"Comedy, Romance",Light novel,TV,13,8.29,9592,3,150
Hentai,Visual novel,OVA,1,6.87,17,2048,5426
Hentai,Visual novel,OVA,2,5.17,4,2048,6126
"Historical, Shounen, Action",Original,Special,1,6.37,2,1048,5903
"Comedy, Romance",4-koma manga,TV,12,6.49,53,3,1317
Hentai,Visual novel,OVA,2,6.1,15,2048,5878
"Fantasy, Action",Original,TV,22,7.88,1417,12,841
"Action, Supernatural",Game,TV,13,7.02,491,136,681
"Comedy, Sports, Romance, Shounen, Ecchi",Manga,TV,13,7.22,84,4371,2143
"Fantasy, Shounen, Action",Manga,Movie,1,7.82,225,28,664
"Romance, Ecchi",Original,TV,12,4.9,27,258,3295
"Comedy, Romance",Manga,OVA,3,7.92,89,3,1612
"Comedy, Romance, Shoujo",Visual novel,Special,1,6.58,2,515,7164
"Romance, Shounen, Action",Original,OVA,1,5.81,6,26,7585
"Comedy, Sports, Shounen",Manga,Special,4,5.97,1,4113,9757
"Comedy, Fantasy, Ecchi",Light novel,OVA,4,5.96,0,261,8508
"Romance, Fantasy",Original,TV,59,6.75,7,6,7955
"Mistery, Comedy, Fantasy, Shounen, Otro",Manga,OVA,1,8.05,13,36885,3360
"Comedy, Romance, Action",Light novel,TV,12,8.16,2665,11,365
"Fantasy, Hentai",Visual novel,OVA,1,6.82,36,2052,4087
"Comedy, Romance, Shoujo, Shounen",4-koma manga,TV,12,7.15,1165,531,567
"Fantasy, Action, Supernatural",Visual novel,Movie,1,8.47,694,140,853
"Comedy, Romance, Ecchi",Light novel,Special,1,6.55,17,259,3341
"Romance, Fantasy",Light novel,Movie,1,7.94,21,6,4258
"Gore, Thriller, Otro",Light novel,OVA,1,7.35,80,86016,1738
"Romance, Supernatural, Otro",Light novel,Special,1,7.38,40,4226,1934
"Comedy, Romance, Fantasy, Shounen",Manga,TV,24,7.96,605,23,1330
Comedy,Original,Movie,1,5.54,1,1,11390
Sci-Fi,Original,Special,1,6.31,4,32,5661
"Comedy, Sports, Fantasy",Manga,TV,51,6.7,125,4101,2481
"Comedy, Romance",Manga,TV,12,8.35,1693,3,777
"Sci-Fi, Romance, Action, Otro",Novel,TV,11,7.72,5542,4138,330
Hentai,Visual novel,OVA,1,6.63,9,2048,5502
Comedy,Light novel,ONA,1,6.06,6,1,4280
"Historical, Romance, Shounen",Manga,TV,25,6.33,0,1042,12257
"Comedy, Historical, Romance, Fantasy, Action",Card game,TV,12,6.89,359,1039,1536
"Sci-Fi, Romance, Fantasy, Shounen",Manga,TV,26,8.26,616,54,1567
"Sci-Fi, Sports, Fantasy, Action",Original,Movie,1,6.83,16,4140,3378
"Romance, Ecchi",Visual novel,TV,12,6.58,1415,258,297
"Sci-Fi, Gore, Shounen, Action",Manga,TV,12,7.41,5069,16440,53
"Comedy, Sci-Fi, Shounen",Manga,TV,50,6.83,5,49,9060
"Comedy, Romance",4-koma manga,TV,61,6.42,1,3,9532
"Sci-Fi, Action, Ecchi",Original,TV,12,6.52,102,296,1487
"Romance, Fantasy, Shounen",Manga,OVA,3,8.26,553,22,536
"Fantasy, Shounen, Action",Other,OVA,6,7.08,54,28,2717
"Sci-Fi, Action",Other,TV,6,4.4,1,40,10378
"Sci-Fi, Romance, Fantasy, Action",Light novel,TV,24,7.51,958,46,636
"Fantasy, Action, Ecchi",Other,Special,6,6.27,7,268,3887
Comedy,Novel,Special,3,6.35,10,1,3280
"Fantasy, Action, Supernatural",Light novel,Special,2,7.2,10,140,3138
"Comedy, Romance, Fantasy, Shoujo, Otro",Manga,Special,2,6.91,3,4615,4902
Sci-Fi,Original,Special,1,7.05,15,32,3695
"Comedy, Sci-Fi, Romance, Fantasy, Action",Manga,ONA,6,6.03,20,47,3228
"Historical, Romance, Fantasy, Shoujo, Shounen",Manga,OVA,6,7.35,73,1558,3059
"Comedy, Otro",Game,TV,0,5.17,0,4097,10217
"Comedy, Romance, Shounen",Manga,OVA,1,6.22,2,19,5602
"Comedy, Romance, Fantasy",Light novel,TV,13,6.6,8,7,4995
Hentai,Visual novel,OVA,2,6.94,9,2048,5508
"Sports, Romance, Supernatural",Light novel,TV,12,7.44,157,4226,1923
"Sports, Shounen, Action",Manga,TV,12,6.75,13,4120,7762
"Fantasy, Otro",Original,ONA,0,6.53,2,4100,5258
"Sci-Fi, Romance, Shounen, Action, Supernatural",Manga,TV,73,7.68,1036,186,533
Otro,Picture book,TV,263,6.7,0,4096,11918
"Fantasy, Shoujo",Manga,TV,51,7.54,292,516,2613
"Comedy, Romance, Action",Web manga,ONA,12,7.62,197,11,1563
"Romance, Fantasy, Supernatural",Light novel,Special,1,7.76,42,134,1341
"Gore, Action, Otro",Game,Special,1,7.86,794,20488,1216
Hentai,Visual novel,OVA,2,6.41,28,2048,5444
Comedy,Manga,TV,52,6.51,1,1,9465
"Shoujo, Action, Supernatural",Manga,TV,24,7.1,231,648,1709
"Comedy, Romance",Light novel,TV,13,7.29,1113,3,266
"Sports, Romance, Shounen",Manga,TV,25,7.94,619,4114,1007
